-5.755502568931500917e+00 3.397187816278927386e+01 1.867160965520393034e+01
-5.755502568931523122e+00 -2.329556158825707612e+01 1.245873581307513689e+01
-2.589371785888221567e+01 1.187042451779159258e+01 1.997937773000084150e+01
1.022289745823279894e+01 1.546250792896718984e+01 7.650814702217926921e+00
-2.180328045623716093e+01 1.133275131916488121e+01 8.223747734875232140e+00
-7.252853945441086747e-01 -1.875229245736278916e+00 1.081809749630384943e+01
1.960940031998354982e-01 -1.016390461890104646e+01 8.663233351995707210e+00
-2.319564372050567869e+00 4.617487289810421558e+00 5.094811571863529842e+00
-7.714063639895725188e+00 1.331281653343603466e+01 1.173522831135011657e+01
1.048032719305282967e+00 1.341337009006885239e+01 5.981500591817908941e+00
-1.480173576982619466e+01 6.575459599739849281e+00 1.896389663723576291e+01
-1.128759627053030812e+01 5.089286402599944026e-01 4.358872794096932068e+00
-4.753096447132298952e-01 4.758789467231750336e+00 1.060150818803303530e+00
5.887148227664902311e-01 -4.313052817666783056e+00 -1.466463907882174844e+00
-3.911149649243407911e+00 2.859247249226153365e-01 -7.199108834487399911e-01
3.797744471190148463e+00 -7.316613744875823944e-01 1.126223972527611528e+00
3.192761949387445952e-02 5.640654816313098507e+00 -1.248303674536613839e+00
4.992164531564136087e-01 -2.867205117256066860e+00 -3.670568695564618178e+00
-4.099501066394212856e+00 1.290838996242240189e+00 -2.927290673496800721e+00
4.585842881881451838e+00 4.997664134434915972e-01 -1.424849399923082460e+00
