3.503573881196468509e+00 3.368521317566824536e+01 2.229932738841676709e+01
3.503573881196641260e+00 -2.877334990240524348e+01 9.291212720188587681e+00
-1.709696888901861911e+01 6.034393248490371064e+00 2.530468824992452426e+01
1.146205703278591237e+01 2.447180296785363751e+01 9.291212720188582352e+00
-1.900473256272686839e+01 9.341232429438177221e+00 9.291212720188569918e+00
5.830406023986079767e+00 -2.277323576108920111e+00 8.576111978555005066e+00
4.120210272319894784e+00 -1.116471649517345099e+01 3.931788185714435890e+00
6.963047965422578534e-01 6.602667961904813865e+00 5.982822271061033703e+00
-5.382890565077531164e+00 1.457823768164662681e+01 1.503642148958721592e+01
4.235697418224726007e+00 1.833093434696083790e+01 4.814186106622086569e+00
-9.319642668569276367e+00 -2.970697717336686416e+00 1.668572566734894025e+01
-1.023700115698629709e+01 -5.331559913908240134e+00 4.576519931985916223e+00
4.042739600966289260e+00 3.329201300417783838e+00 2.248294613281255572e+00
-3.166858206375624984e+00 -3.935694064497145206e+00 -1.948178876140749471e+00
-2.908917966898213248e+00 2.955286012597750478e+00 6.220066388174485539e-01
2.033036572307548973e+00 -2.348793248518388666e+00 -9.221223759579546542e-01
2.392087553757135776e+00 5.520495191815634861e+00 -1.384145462841726903e+00
-2.110607882692964843e+00 -2.790831574572462781e+00 -4.117024367091863368e+00
-3.488788253705731535e+00 3.296430315684220957e+00 -2.544704155696610570e+00
2.894111786720211299e+00 -1.506371830358655683e-01 -3.611699238950809132e+00
